,m2_construit,nb_pieces,nb_sdb,nb_etages,latitude,longitude,prix_achat,prix_achat_m2,travaux_necessaire,annee_construction,ascenseur,jardin,piscine,terrace,balcon,salle_rangement,espace_vert,parking,num_quartier,type_appartement,type_duplex,type_maison,type_penthouse
6263,120,3,1,0,40.458987,-3.676129,750000,6250,0,1960.0,1,0,0,0,0,0,0,0,5,True,False,False,False
6262,142,3,2,0,40.458987,-3.676129,598000,4211,1,1981.0,1,0,1,1,1,0,1,1,5,True,False,False,False
6261,216,4,3,0,40.458987,-3.676129,1180000,5463,1,2077.0,1,0,0,1,0,1,0,1,5,True,False,False,False
6257,295,4,3,0,40.458987,-3.676129,1650000,5593,1,2077.0,1,0,0,0,0,1,0,1,5,True,False,False,False
6255,175,4,3,0,40.458987,-3.676129,790000,4514,0,1979.0,1,0,0,1,0,1,0,1,5,True,False,False,False
6254,187,3,2,0,40.472549,-3.642551,900000,4813,0,1979.0,1,0,0,0,0,0,0,1,16,True,False,False,False
6252,180,5,3,0,40.458987,-3.676129,999000,5550,0,1980.0,1,0,1,0,0,1,1,1,5,True,False,False,False
6251,162,2,2,0,40.458987,-3.676129,1280000,7901,0,2008.0,1,0,1,0,0,1,1,1,5,True,False,False,False
6248,248,3,3,0,40.458987,-3.676129,1490000,6008,0,1963.0,1,0,0,1,0,1,0,1,5,False,True,False,False
6247,92,2,1,0,40.458987,-3.676129,570000,6196,0,1962.0,1,0,0,0,0,1,0,0,5,True,False,False,False
6245,136,3,2,0,40.472549,-3.642551,760000,5588,1,1986.0,1,0,0,0,0,0,1,1,16,True,False,False,False
6242,138,3,2,0,40.458987,-3.676129,800000,5797,0,2077.0,1,0,0,1,0,0,1,1,5,True,False,False,False
6241,206,4,3,0,40.472549,-3.642551,1195000,5801,0,2077.0,1,0,0,0,0,0,0,1,16,True,False,False,False
6240,189,4,3,4,40.472549,-3.642551,1100000,5820,1,1940.0,0,1,0,1,1,0,0,0,16,False,False,True,False
6239,139,3,2,0,40.458987,-3.676129,700000,5036,0,2077.0,1,0,0,0,0,0,0,0,5,True,False,False,False
6238,240,5,3,3,40.472549,-3.642551,1200000,5000,0,2077.0,0,1,0,0,0,0,0,0,16,False,False,True,False
6237,191,4,3,0,40.458987,-3.676129,1200000,6283,0,2077.0,1,0,0,0,0,0,0,1,5,True,False,False,False
6236,100,4,1,0,40.458987,-3.676129,440000,4400,0,2077.0,1,0,0,1,0,0,0,0,5,True,False,False,False
6235,162,4,2,0,40.458987,-3.676129,650000,4012,1,1960.0,1,0,0,0,0,0,0,0,5,True,False,False,False
6234,180,4,2,0,40.472549,-3.642551,680000,3778,1,2077.0,1,0,0,0,0,0,0,0,16,True,False,False,False
6233,75,2,2,0,40.458987,-3.676129,322400,4299,0,1963.0,1,0,0,0,0,0,0,0,5,True,False,False,False
6232,68,1,1,0,40.458987,-3.676129,375000,5515,0,2077.0,1,0,0,0,0,1,0,0,5,True,False,False,False
6231,78,2,1,0,40.458987,-3.676129,260000,3333,0,2077.0,1,0,0,0,0,0,0,0,5,True,False,False,False
6230,98,2,2,0,40.458987,-3.676129,440000,4490,0,2077.0,1,0,0,0,0,0,0,1,5,True,False,False,False
6229,85,3,1,0,40.458987,-3.676129,299000,3518,0,2077.0,1,0,0,0,0,1,0,1,5,True,False,False,False
6228,86,3,1,0,40.472549,-3.642551,569000,6616,0,1952.0,1,0,0,0,0,0,0,0,16,True,False,False,False
6227,126,4,2,0,40.458987,-3.676129,435000,3452,0,1976.0,1,0,0,0,0,0,0,0,5,True,False,False,False
6226,150,3,2,0,40.458987,-3.676129,625000,4167,0,1987.0,1,0,0,0,0,0,0,1,5,True,False,False,False
6225,300,6,4,0,40.458987,-3.676129,1395000,4650,0,1985.0,1,0,0,1,0,1,0,1,5,False,True,False,False
6224,135,2,2,0,40.458987,-3.676129,760000,5630,0,2077.0,1,0,1,1,0,1,1,1,5,False,True,False,False
6223,188,2,2,0,40.458987,-3.676129,1240000,6596,0,2077.0,1,0,1,1,0,1,1,1,5,True,False,False,False
6222,260,6,4,0,40.472549,-3.642551,1350000,5192,0,2077.0,1,0,0,0,0,1,0,0,16,True,False,False,False
6221,66,2,1,0,40.458987,-3.676129,285000,4318,0,1970.0,1,0,0,1,1,0,0,0,5,True,False,False,False
6220,66,1,1,0,40.458987,-3.676129,229000,3470,0,2077.0,1,0,0,0,0,0,0,0,5,True,False,False,False
6216,107,3,2,0,40.458987,-3.676129,325000,3037,0,2077.0,1,0,0,0,0,0,0,1,5,True,False,False,False
6215,185,5,2,2,40.472549,-3.642551,1590000,8595,1,2077.0,0,0,0,0,0,1,0,1,16,False,False,True,False
6214,77,3,1,0,40.458987,-3.676129,330000,4286,0,1963.0,1,0,0,1,0,0,0,0,5,True,False,False,False
6213,233,5,4,0,40.458987,-3.676129,1000000,4292,1,1981.0,1,0,1,1,0,0,1,1,5,True,False,False,False
6212,74,3,1,0,40.458987,-3.676129,330000,4459,0,1950.0,1,0,0,0,0,0,0,0,5,True,False,False,False
6211,163,4,2,0,40.458987,-3.676129,650000,3988,1,1960.0,1,0,0,0,0,1,1,1,5,True,False,False,False
6210,46,1,1,0,40.472549,-3.642551,260000,5652,1,1968.0,1,0,0,0,0,0,0,0,16,True,False,False,False
6209,97,3,2,0,40.458987,-3.676129,310000,3196,0,1975.0,1,0,0,0,1,0,0,0,5,True,False,False,False
6208,252,4,4,3,40.458987,-3.676129,1590000,6310,1,2077.0,0,1,0,1,0,0,0,1,5,False,False,True,False
6207,122,3,2,0,40.458987,-3.676129,470000,3852,0,1970.0,1,0,0,1,0,0,0,0,5,True,False,False,False
6205,44,1,1,0,40.458987,-3.676129,336900,7657,0,2077.0,1,0,1,0,0,0,0,0,5,True,False,False,False
6204,161,3,2,0,40.458987,-3.676129,700000,4348,1,2077.0,1,0,0,1,0,1,1,0,5,True,False,False,False
6202,112,1,1,0,40.458987,-3.676129,750000,6696,0,2077.0,1,0,1,1,0,1,0,1,5,True,False,False,False
6200,153,4,2,0,40.472549,-3.642551,650000,4248,0,2077.0,1,0,0,1,0,0,0,0,16,True,False,False,False
6198,127,3,2,0,40.458987,-3.676129,796000,6268,0,2077.0,1,0,1,1,0,1,1,0,5,True,False,False,False
6197,63,1,1,0,40.458987,-3.676129,455000,7222,0,2077.0,1,0,1,1,0,1,1,0,5,True,False,False,False
6196,63,1,1,0,40.458987,-3.676129,451000,7159,0,2077.0,1,0,1,1,0,1,1,0,5,True,False,False,False
6195,166,5,3,0,40.472549,-3.642551,725000,4367,0,1970.0,1,0,0,0,0,0,0,0,16,True,False,False,False
6194,99,3,1,0,40.458987,-3.676129,274000,2768,0,1940.0,1,0,0,1,0,0,0,0,5,True,False,False,False
6193,97,2,1,0,40.458987,-3.676129,549000,5660,0,2077.0,1,0,0,1,0,0,0,0,5,False,False,False,True
6192,180,4,3,0,40.458987,-3.676129,549900,3055,0,1987.0,1,0,1,1,0,0,1,1,5,True,False,False,False
6191,75,2,2,0,40.458987,-3.676129,353000,4707,0,1988.0,0,0,0,1,0,0,0,0,5,False,True,False,False
6190,87,4,2,0,40.458987,-3.676129,365000,4195,1,2077.0,1,0,0,1,0,0,0,0,5,True,False,False,False
6189,60,2,1,0,40.458987,-3.676129,412000,6867,0,2077.0,1,0,0,0,0,0,0,0,5,True,False,False,False
6188,279,4,4,0,40.458987,-3.676129,1695000,6075,0,2077.0,1,0,0,1,0,0,0,1,5,True,False,False,False
6187,91,3,1,0,40.458987,-3.676129,420000,4615,1,1950.0,1,0,0,1,0,0,0,0,5,True,False,False,False
6186,160,4,3,0,40.458987,-3.676129,650000,4062,0,2077.0,1,0,1,0,0,1,0,1,5,True,False,False,False
6185,95,3,1,0,40.458987,-3.676129,334900,3525,0,2077.0,1,0,0,0,0,0,0,0,5,True,False,False,False
6184,66,1,1,0,40.458987,-3.676129,389500,5902,0,2010.0,1,0,1,0,0,0,0,1,5,True,False,False,False
6183,45,1,1,0,40.458987,-3.676129,218400,4853,0,1963.0,1,0,0,0,0,0,0,0,5,True,False,False,False
6181,175,3,3,0,40.472549,-3.642551,1450000,8286,0,2019.0,1,0,1,0,1,1,1,1,16,True,False,False,False
6180,228,4,2,0,40.472549,-3.642551,1200000,5263,1,2077.0,1,0,0,1,0,1,0,1,16,False,False,False,True
6178,278,4,4,0,40.458987,-3.676129,1500000,5396,1,2077.0,1,0,0,1,0,1,0,0,5,True,False,False,False
6177,81,3,2,0,40.458987,-3.676129,405000,5000,0,2077.0,1,0,0,0,0,0,0,0,5,True,False,False,False
6176,180,3,3,3,40.472549,-3.642551,940000,5222,0,2001.0,0,1,0,1,1,0,0,0,16,False,False,True,False
6175,110,2,2,0,40.458987,-3.676129,825000,7500,1,2077.0,1,0,0,1,0,0,0,0,5,True,False,False,False
6174,118,3,2,0,40.458987,-3.676129,840000,7119,0,2077.0,1,0,1,0,0,0,0,0,5,True,False,False,False
6173,112,3,2,0,40.458987,-3.676129,470000,4196,1,1967.0,1,0,0,0,0,0,0,1,5,True,False,False,False
6172,149,4,2,0,40.458987,-3.676129,699000,4691,0,2077.0,1,0,0,1,0,0,1,0,5,True,False,False,False
6171,136,3,2,0,40.472549,-3.642551,698000,5132,0,2077.0,1,0,0,0,0,1,0,0,16,True,False,False,False
6170,97,3,1,0,40.458987,-3.676129,425000,4381,1,2077.0,1,0,0,1,0,1,0,0,5,True,False,False,False
6169,253,3,3,3,40.472549,-3.642551,1195000,4723,0,1988.0,0,1,0,1,0,0,0,1,16,False,False,True,False
6167,262,5,4,0,40.472549,-3.642551,1500000,5725,0,2077.0,1,0,0,1,0,1,0,0,16,True,False,False,False
6162,110,3,1,0,40.472549,-3.642551,395000,3591,1,2077.0,1,0,0,1,0,0,0,0,16,True,False,False,False
6158,144,4,2,0,40.472549,-3.642551,750000,5208,1,1971.0,1,0,0,0,0,1,0,0,16,True,False,False,False
6157,166,3,2,0,40.472549,-3.642551,845000,5090,1,1962.0,1,0,0,1,0,0,0,0,16,True,False,False,False
6154,210,4,3,0,40.472549,-3.642551,1150000,5476,1,2077.0,1,0,0,1,1,1,0,0,16,True,False,False,False
6153,51,1,1,0,40.472549,-3.642551,235000,4608,0,1964.0,1,0,0,1,0,0,0,0,16,True,False,False,False
6151,111,4,2,0,40.458987,-3.676129,560000,5045,1,1971.0,1,0,0,1,0,0,0,0,5,True,False,False,False
6149,256,4,3,0,40.458987,-3.676129,1280000,5000,0,1970.0,1,0,0,1,0,1,1,1,5,True,False,False,False
6148,257,3,4,0,40.472549,-3.642551,1475000,5739,0,2077.0,1,0,0,1,0,0,0,1,16,False,False,False,True
6147,52,1,1,0,40.458987,-3.676129,445000,8558,0,1979.0,1,0,0,0,0,0,0,0,5,True,False,False,False
6145,216,6,3,0,40.472549,-3.642551,978000,4528,0,1976.0,1,0,0,0,0,1,0,0,16,True,False,False,False
6144,162,4,2,0,40.458987,-3.676129,630000,3889,1,2077.0,1,0,0,1,0,0,0,0,5,True,False,False,False
6141,196,2,2,0,40.472549,-3.642551,1360000,6939,0,2077.0,1,0,1,1,0,1,0,1,16,False,True,False,False
6140,120,4,2,0,40.458987,-3.676129,425000,3542,1,1965.0,1,0,0,0,0,0,0,0,5,True,False,False,False
6139,45,1,1,0,40.458987,-3.676129,445000,9889,0,1979.0,1,0,0,0,0,0,0,0,5,True,False,False,False
6138,261,4,4,0,40.458987,-3.676129,1495000,5728,0,1963.0,1,0,0,0,0,1,0,0,5,True,False,False,False
6137,115,4,2,0,40.458987,-3.676129,495000,4304,0,1987.0,1,0,0,1,0,0,1,1,5,True,False,False,False
6136,78,3,1,0,40.458987,-3.676129,255000,3269,1,2077.0,1,0,0,0,0,0,0,0,5,True,False,False,False
6135,81,3,2,0,40.472549,-3.642551,379995,4691,0,1952.0,1,0,0,0,0,0,0,0,16,True,False,False,False
6134,60,1,1,0,40.458987,-3.676129,360000,6000,0,2007.0,1,0,1,0,1,1,1,1,5,True,False,False,False
6133,84,3,1,0,40.472549,-3.642551,320000,3810,1,2077.0,1,0,0,0,0,0,0,0,16,True,False,False,False
6132,90,2,2,0,40.472549,-3.642551,460000,5111,1,1966.0,1,0,0,1,0,1,0,0,16,False,False,False,True
6131,88,3,1,0,40.458987,-3.676129,399000,4534,0,2077.0,1,0,0,1,0,0,0,0,5,True,False,False,False
6130,89,2,1,0,40.458987,-3.676129,335900,3774,1,1954.0,1,0,0,1,0,0,0,0,5,True,False,False,False
6129,65,2,1,0,40.458987,-3.676129,295500,4546,0,1954.0,1,0,0,0,1,0,0,0,5,True,False,False,False
6126,60,2,1,0,40.458987,-3.676129,322400,5373,0,2077.0,1,0,0,0,0,0,0,0,5,True,False,False,False
6124,76,2,1,0,40.458987,-3.676129,289000,3803,0,1974.0,0,0,0,0,0,0,0,0,5,True,False,False,False
6123,184,4,4,0,40.458987,-3.676129,1600000,8696,0,2077.0,1,0,0,1,0,1,0,0,5,True,False,False,False
6122,300,6,4,0,40.458987,-3.676129,1395000,4650,0,2077.0,1,0,1,1,0,1,1,1,5,False,True,False,False
6121,122,3,2,0,40.458987,-3.676129,470000,3852,0,1973.0,1,0,0,1,0,0,0,0,5,True,False,False,False
6120,250,5,3,0,40.472549,-3.642551,950000,3800,0,2077.0,1,0,0,1,0,1,0,0,16,True,False,False,False
6119,93,3,1,0,40.472549,-3.642551,405000,4355,0,1952.0,1,0,0,0,0,0,0,0,16,True,False,False,False
6118,200,5,3,0,40.458987,-3.676129,990000,4950,1,1969.0,1,0,0,1,1,0,0,0,5,True,False,False,False
6115,110,4,2,0,40.458987,-3.676129,499000,4536,0,1975.0,1,0,0,1,1,0,0,0,5,True,False,False,False
6113,122,2,2,0,40.458987,-3.676129,795000,6516,0,2077.0,1,0,0,1,0,0,0,0,5,True,False,False,False
6112,153,3,2,0,40.458987,-3.676129,600000,3922,1,2077.0,1,0,0,1,0,1,0,0,5,True,False,False,False
6111,111,3,2,0,40.458987,-3.676129,547000,4928,1,1968.0,1,0,0,0,0,0,0,0,5,True,False,False,False
6110,295,5,4,0,40.458987,-3.676129,1490000,5051,1,1964.0,1,0,0,0,0,1,0,0,5,True,False,False,False
6109,150,3,2,0,40.458987,-3.676129,1320000,8800,0,2077.0,1,0,1,1,0,0,1,1,5,False,False,False,True
6108,75,2,1,0,40.472549,-3.642551,425000,5667,0,1965.0,1,0,0,0,0,0,0,0,16,True,False,False,False
6107,121,2,1,0,40.458987,-3.676129,395000,3264,0,1975.0,1,0,0,0,0,0,0,0,5,True,False,False,False
6104,150,2,1,0,40.458987,-3.676129,1070000,7133,0,2077.0,1,0,0,0,0,0,0,0,5,True,False,False,False
6102,239,5,5,0,40.458987,-3.676129,1330000,5565,0,2010.0,1,0,1,0,0,1,0,1,5,True,False,False,False
6100,70,1,1,0,40.472549,-3.642551,475000,6786,0,2077.0,1,0,0,1,0,0,0,1,16,True,False,False,False
6099,173,4,2,0,40.458987,-3.676129,900000,5202,1,2077.0,1,0,0,1,0,1,0,0,5,True,False,False,False
6098,215,5,3,0,40.458987,-3.676129,1450000,6744,1,2077.0,1,0,0,1,0,1,0,0,5,True,False,False,False
6097,151,3,2,0,40.458987,-3.676129,800000,5298,0,2077.0,1,0,0,1,0,0,0,1,5,True,False,False,False
6096,111,3,2,0,40.458987,-3.676129,595000,5360,0,2077.0,1,0,0,0,0,0,1,1,5,True,False,False,False
6095,248,4,4,0,40.458987,-3.676129,1600000,6452,0,2077.0,0,0,0,1,0,1,0,0,5,False,False,True,False
6094,299,4,3,0,40.458987,-3.676129,1600000,5351,0,2077.0,1,0,0,0,0,0,0,0,5,True,False,False,False
6092,135,3,2,0,40.472549,-3.642551,660000,4889,0,2077.0,1,0,0,1,0,0,0,0,16,True,False,False,False
6091,176,5,3,0,40.472549,-3.642551,898000,5102,1,1966.0,1,0,0,1,0,1,0,0,16,False,False,False,True
6090,111,3,2,0,40.458987,-3.676129,595000,5360,0,2077.0,1,0,0,0,0,0,1,1,5,True,False,False,False
6089,121,4,2,0,40.458987,-3.676129,480000,3967,0,2077.0,1,0,0,0,0,0,0,0,5,True,False,False,False
6088,51,2,1,0,40.458987,-3.676129,255000,5000,0,2077.0,1,0,0,0,0,0,0,0,5,True,False,False,False
6087,103,3,2,0,40.458987,-3.676129,375000,3641,1,2077.0,1,0,0,1,0,0,0,0,5,True,False,False,False
6086,258,4,3,0,40.458987,-3.676129,1200000,4651,1,2077.0,1,0,0,1,0,1,0,1,5,True,False,False,False
6083,106,3,2,0,40.458987,-3.676129,415000,3915,0,1974.0,1,0,0,1,1,0,0,0,5,True,False,False,False
6082,137,4,3,0,40.472549,-3.642551,720000,5255,1,1960.0,1,0,0,0,0,0,1,1,16,True,False,False,False
6081,165,4,3,0,40.472549,-3.642551,769000,4661,1,2077.0,1,0,0,0,0,1,0,0,16,True,False,False,False
6080,76,2,2,0,40.458987,-3.676129,345000,4539,0,1975.0,1,0,0,1,0,0,0,0,5,True,False,False,False
6079,128,3,2,0,40.472549,-3.642551,730000,5703,0,2077.0,1,0,0,0,0,0,0,1,16,True,False,False,False
6076,182,3,2,0,40.472549,-3.642551,690000,3791,0,2077.0,1,0,1,1,0,1,1,1,16,True,False,False,False
6074,50,2,1,0,40.458987,-3.676129,215000,4300,0,1940.0,1,0,0,0,0,0,0,0,5,True,False,False,False
6073,97,3,2,0,40.458987,-3.676129,365000,3763,1,1970.0,1,0,0,1,0,0,0,0,5,True,False,False,False
6072,145,4,2,0,40.458987,-3.676129,475000,3276,0,1956.0,1,0,0,0,1,0,0,0,5,True,False,False,False
6071,113,3,2,0,40.472549,-3.642551,590000,5221,0,1975.0,1,0,0,0,0,0,0,1,16,True,False,False,False
6070,135,4,2,0,40.458987,-3.676129,695000,5148,0,1987.0,1,0,1,1,1,0,1,1,5,True,False,False,False
6069,150,3,2,0,40.458987,-3.676129,895000,5967,0,1960.0,1,0,0,0,0,0,0,0,5,True,False,False,False
6068,159,4,2,0,40.472549,-3.642551,929000,5843,0,2077.0,1,0,0,1,0,1,0,1,16,True,False,False,False
6067,72,3,1,0,40.458987,-3.676129,319000,4431,0,2077.0,1,0,0,1,0,0,0,0,5,True,False,False,False
6066,70,1,1,0,40.458987,-3.676129,385000,5500,0,2077.0,1,0,1,1,0,0,1,1,5,True,False,False,False
6064,195,5,3,0,40.472549,-3.642551,950000,4872,0,2077.0,1,0,0,1,0,1,0,0,16,True,False,False,False
6063,165,5,3,0,40.458987,-3.676129,595000,3606,1,1965.0,1,0,0,1,1,0,0,1,5,True,False,False,False
6061,64,2,1,0,40.472549,-3.642551,395000,6172,0,1960.0,1,0,0,0,0,0,0,0,16,True,False,False,False
6060,114,2,1,0,40.472549,-3.642551,495000,4342,1,1979.0,1,0,0,0,0,1,0,1,16,False,True,False,False
6059,270,5,5,0,40.472549,-3.642551,1495000,5537,0,1965.0,1,0,0,0,0,1,0,1,16,True,False,False,False
6056,79,2,2,0,40.472549,-3.642551,585000,7405,0,1970.0,1,0,0,1,0,1,0,1,16,True,False,False,False
6055,218,4,3,0,40.472549,-3.642551,1500000,6881,0,2077.0,1,0,1,1,0,1,0,1,16,True,False,False,False
6054,87,2,2,0,40.472549,-3.642551,475000,5460,0,2077.0,1,0,0,0,0,0,0,0,16,True,False,False,False
6051,186,3,2,0,40.458987,-3.676129,1098000,5903,1,2077.0,1,0,0,1,0,0,0,0,5,False,False,False,True
6050,168,4,3,0,40.458987,-3.676129,850000,5060,0,2077.0,1,0,0,1,0,0,0,1,5,True,False,False,False
6048,197,4,4,0,40.458987,-3.676129,1600000,8122,0,1971.0,1,0,0,1,0,1,0,1,5,True,False,False,False
6047,248,3,3,0,40.458987,-3.676129,1695000,6835,0,2077.0,1,0,1,1,0,0,1,1,5,False,False,False,True
6045,86,3,1,0,40.458987,-3.676129,434800,5056,1,1952.0,1,0,0,0,0,0,0,1,5,True,False,False,False
6044,76,3,1,0,40.458987,-3.676129,299000,3934,1,1940.0,1,0,0,0,0,0,1,0,5,True,False,False,False
6043,121,3,2,0,40.458987,-3.676129,639000,5281,0,1933.0,1,0,0,0,0,1,0,0,5,True,False,False,False
6041,179,4,2,0,40.458987,-3.676129,1100000,6145,1,2077.0,1,0,1,0,0,0,0,0,5,True,False,False,False
6040,148,3,3,0,40.458987,-3.676129,875000,5912,0,2077.0,1,0,0,0,0,0,0,0,5,True,False,False,False
6039,109,2,2,0,40.458987,-3.676129,850000,7798,0,2077.0,1,0,0,1,0,0,0,0,5,True,False,False,False
6038,237,3,3,0,40.458987,-3.676129,1450000,6118,0,2077.0,1,0,1,1,0,1,0,1,5,False,True,False,False
6037,117,3,2,0,40.458987,-3.676129,495000,4231,1,1981.0,1,0,1,0,0,0,1,1,5,True,False,False,False
6035,111,3,2,0,40.458987,-3.676129,547000,4928,1,2077.0,1,0,0,0,0,0,0,0,5,True,False,False,False
6034,93,2,1,0,40.472549,-3.642551,479900,5160,1,2077.0,1,0,0,0,0,0,0,0,16,True,False,False,False
6033,195,4,3,4,40.472549,-3.642551,750000,3846,1,2077.0,0,1,0,0,0,0,0,0,16,False,False,True,False
6032,99,3,1,0,40.458987,-3.676129,281000,2838,1,1940.0,1,0,0,0,0,0,0,0,5,True,False,False,False
6031,275,5,3,0,40.472549,-3.642551,1315000,4782,1,2077.0,1,0,0,1,0,1,0,1,16,True,False,False,False
6030,253,6,3,4,40.458987,-3.676129,1715000,6779,1,2077.0,0,1,0,0,0,0,0,0,5,False,False,True,False
6022,216,4,3,0,40.458987,-3.676129,1270000,5880,1,2077.0,1,0,0,0,0,0,0,1,5,True,False,False,False
6021,133,3,2,0,40.472549,-3.642551,690000,5188,1,2077.0,1,0,0,1,0,0,0,0,16,True,False,False,False
6020,184,4,2,2,40.472549,-3.642551,1590000,8641,0,2077.0,0,1,0,1,0,0,0,1,16,False,False,True,False
6019,170,3,3,0,40.472549,-3.642551,820000,4824,1,2077.0,1,0,0,1,0,0,0,0,16,True,False,False,False
6018,188,2,3,0,40.458987,-3.676129,1240000,6596,0,2077.0,1,0,0,1,0,0,0,1,5,True,False,False,False
6016,261,4,3,0,40.458987,-3.676129,1200000,4598,1,2077.0,1,0,1,1,0,1,1,1,5,False,True,False,False
6014,177,3,2,0,40.472549,-3.642551,820000,4633,0,2077.0,1,0,0,0,0,0,0,0,16,True,False,False,False
6012,143,2,2,0,40.472549,-3.642551,725000,5070,0,2077.0,1,0,0,1,0,0,0,1,16,True,False,False,False
6009,107,2,2,0,40.458987,-3.676129,760000,7103,0,1979.0,1,0,0,0,1,0,1,0,5,True,False,False,False
6007,252,4,4,3,40.458987,-3.676129,1590000,6310,0,1945.0,0,1,0,1,1,1,0,1,5,False,False,True,False
6006,210,4,3,0,40.472549,-3.642551,1150000,5476,0,1961.0,1,0,0,1,0,1,0,0,16,True,False,False,False
6005,96,2,2,0,40.458987,-3.676129,495000,5156,0,2077.0,1,0,0,0,0,0,0,0,5,True,False,False,False
6003,257,4,4,0,40.472549,-3.642551,1475000,5739,0,2077.0,1,0,0,1,0,1,0,1,16,False,True,False,False
6001,270,6,4,4,40.458987,-3.676129,1715000,6352,1,2077.0,0,1,0,1,1,1,0,1,5,False,False,True,False
5999,195,4,1,0,40.472549,-3.642551,786000,4031,1,2077.0,1,0,0,1,0,0,0,0,16,True,False,False,False
5997,300,5,4,0,40.458987,-3.676129,1335000,4450,1,2077.0,1,0,0,0,0,0,0,0,5,True,False,False,False
5996,120,4,2,0,40.472549,-3.642551,489000,4075,1,2077.0,1,0,0,1,0,0,0,0,16,True,False,False,False
5995,148,4,2,0,40.458987,-3.676129,825000,5574,0,2077.0,1,0,0,1,0,0,0,0,5,True,False,False,False
5994,137,3,2,0,40.458987,-3.676129,685000,5000,0,2077.0,1,0,1,1,0,0,1,1,5,True,False,False,False
5993,256,4,3,0,40.458987,-3.676129,1280000,5000,0,2077.0,1,0,0,1,0,1,1,1,5,True,False,False,False
5991,128,4,3,0,40.472549,-3.642551,728000,5688,0,2077.0,1,0,0,0,0,0,0,0,16,True,False,False,False
5989,284,4,2,0,40.458987,-3.676129,1070000,3768,1,2077.0,1,0,0,0,0,1,0,1,5,True,False,False,False
5987,85,2,1,0,40.458987,-3.676129,395000,4647,1,2077.0,1,0,0,1,0,0,1,1,5,True,False,False,False
5986,184,4,3,0,40.458987,-3.676129,670000,3641,0,1974.0,1,0,1,0,0,1,1,1,5,True,False,False,False
5985,132,4,2,0,40.458987,-3.676129,520000,3939,1,1960.0,1,0,0,1,0,1,0,0,5,True,False,False,False
5984,205,4,3,0,40.458987,-3.676129,1125000,5488,0,1954.0,1,0,0,1,0,1,1,1,5,True,False,False,False
5983,215,4,3,0,40.458987,-3.676129,1300000,6047,1,1960.0,1,0,1,1,0,1,1,1,5,True,False,False,False
5982,83,2,2,0,40.472549,-3.642551,550000,6627,0,1967.0,1,0,0,0,0,0,0,0,16,True,False,False,False
5981,127,3,2,0,40.472549,-3.642551,719000,5661,1,1962.0,1,0,0,1,0,0,0,1,16,True,False,False,False
5979,47,1,1,0,40.458987,-3.676129,275000,5851,1,1972.0,1,0,1,0,0,0,1,0,5,True,False,False,False
5978,186,5,3,0,40.458987,-3.676129,1098000,5903,1,1960.0,1,0,0,1,0,0,0,0,5,False,False,False,True
5977,207,4,3,0,40.458987,-3.676129,1050000,5072,1,1960.0,1,0,0,1,0,1,0,1,5,True,False,False,False
5976,115,4,2,0,40.458987,-3.676129,495000,4304,1,1987.0,1,0,0,1,0,0,1,1,5,True,False,False,False
5975,261,4,4,0,40.458987,-3.676129,1495000,5728,0,1963.0,1,0,0,0,0,1,0,0,5,True,False,False,False
5971,120,3,2,0,40.458987,-3.676129,670000,5583,0,1975.0,1,0,1,1,0,0,1,1,5,True,False,False,False
5970,53,1,1,0,40.458987,-3.676129,365000,6887,1,1968.0,1,0,0,0,0,0,0,0,5,True,False,False,False
5968,67,1,1,0,40.472549,-3.642551,465000,6940,0,1983.0,1,0,0,0,0,0,0,0,16,True,False,False,False
5967,52,1,1,0,40.458987,-3.676129,340000,6538,0,1972.0,1,0,0,1,0,0,0,0,5,True,False,False,False
5966,207,4,2,0,40.458987,-3.676129,1050000,5072,1,2077.0,1,0,0,1,0,1,0,1,5,False,False,False,True
5965,71,2,1,0,40.472549,-3.642551,370000,5211,0,1900.0,1,0,0,0,0,0,0,0,16,True,False,False,False
5964,83,3,1,0,40.41115,-3.676057,177260,2136,0,1966.0,1,0,0,1,0,0,0,0,3,True,False,False,False
5963,83,3,1,0,40.41115,-3.676057,177260,2136,0,1966.0,1,0,0,0,0,0,0,0,3,True,False,False,False
5962,87,3,1,0,40.41115,-3.676057,275000,3161,1,2077.0,1,0,0,1,0,0,0,0,3,True,False,False,False
5961,75,3,1,0,40.41115,-3.676057,130000,1733,0,1970.0,1,0,0,1,0,0,0,0,3,True,False,False,False
5960,78,2,1,0,40.41115,-3.676057,165000,2115,0,1966.0,1,0,0,1,0,0,0,0,3,True,False,False,False
5959,150,4,2,0,40.41115,-3.676057,369000,2460,0,2077.0,1,0,0,1,0,0,0,1,3,True,False,False,False
5958,94,4,1,0,40.41115,-3.676057,170000,1809,1,1950.0,1,0,0,0,0,0,0,0,3,True,False,False,False
5957,91,2,2,0,40.41115,-3.676057,190000,2088,0,2077.0,1,0,0,1,0,1,0,0,3,False,False,False,True
5956,71,2,1,0,40.41115,-3.676057,199900,2815,0,1961.0,1,0,0,1,0,0,0,0,3,True,False,False,False
5955,65,3,1,0,40.41115,-3.676057,131000,2015,0,1969.0,0,0,0,1,0,0,1,0,3,True,False,False,False
5954,63,3,1,0,40.41115,-3.676057,135000,2143,0,1962.0,1,0,0,0,0,0,0,0,3,True,False,False,False
5953,64,2,1,0,40.41115,-3.676057,135000,2109,0,2077.0,1,0,0,0,0,0,0,0,3,True,False,False,False
